,loss,accuracy,auc,val_loss,val_accuracy,val_auc,lr,fold,seed
0,0.6402505040168762,0.6301560997962952,0.6811277270317078,0.50394606590271,0.7142857313156128,0.8469387888908386,0.009999999776482582,0,0
1,0.45463258028030396,0.7781493663787842,0.8675572276115417,0.39093390107154846,0.7857142686843872,0.8928571939468384,0.009999999776482582,0,0
2,0.3763898015022278,0.8230211734771729,0.9115882515907288,0.30660638213157654,0.8571428656578064,0.9387754797935486,0.009999999776482582,0,0
3,0.3359743356704712,0.8531215190887451,0.9312843680381775,0.5112160444259644,0.7857142686843872,0.9030611515045166,0.009999999776482582,0,0
4,0.3189896047115326,0.8581382632255554,0.9387933611869812,0.7953564524650574,0.7857142686843872,0.8571428060531616,0.009999999776482582,0,0
5,0.3082561492919922,0.8712374567985535,0.9448515176773071,0.5160998106002808,0.7857142686843872,0.9336733818054199,0.009999999776482582,0,0
6,0.27209168672561646,0.8929765820503235,0.9573993682861328,0.39589041471481323,0.8571428656578064,0.9387754201889038,0.009999999776482582,0,0
7,0.2637168765068054,0.8896321058273315,0.9593244194984436,0.29704728722572327,0.8571428656578064,0.9693877696990967,0.009999999776482582,0,0
8,0.25294187664985657,0.9094203114509583,0.9638327956199646,0.543143093585968,0.8571428656578064,0.9591836929321289,0.009999999776482582,0,0
9,0.26261118054389954,0.8904682397842407,0.9602978825569153,0.3946588933467865,0.8571428656578064,0.9591836929321289,0.009999999776482582,0,0
10,0.22919726371765137,0.9088628888130188,0.9700099229812622,0.24952371418476105,0.9285714030265808,0.9744898080825806,0.009999999776482582,0,0
11,0.2324269413948059,0.904403567314148,0.9693259596824646,0.662725567817688,0.8571428656578064,0.8979592323303223,0.009999999776482582,0,0
12,0.2143247276544571,0.9177814722061157,0.9739444255828857,0.4182124435901642,0.8571428656578064,0.9591836333274841,0.009999999776482582,0,0
13,0.20508627593517303,0.9147157073020935,0.9757946133613586,0.4712669253349304,0.8571428656578064,0.9591835737228394,0.009999999776482582,0,0
