,0,1
0,8.0,1.4114034940782005e-10
1,7.999835968017578,0.0001643901050556451
2,7.999896049499512,0.00010387379734311253
3,1.993892788887024,0.0061072055250406265
4,1.7088607549667358,1.2911394238471985
5,5.9999613761901855,3.834424933302216e-05
6,5.9968661069869995,0.003134250990115106
7,5.603728473186493,1.3962713181972504
8,4.0,3.9378624805408435e-09
9,5.999932050704956,6.802986172260717e-05
10,7.999998092651367,1.4599188489228254e-06
11,1.7088607549667358,1.2911394238471985
12,1.7088607549667358,1.2911394238471985
13,3.50633442401886,1.4936654269695282
14,1.7088607549667358,1.2911394238471985
15,8.0,1.6389557799811882e-07
16,2.0,1.6392974089285417e-08
17,6.99939501285553,0.0006046977505320683
18,4.0,2.094315192380236e-07
19,1.7088607549667358,1.2911394238471985
20,3.9901187419891357,0.009881135076284409
21,7.434891700744629,0.5651080012321472
22,4.313451945781708,0.6865482032299042
23,4.404556453227997,0.59544388204813
24,4.053519666194916,0.9464804828166962
25,6.377206325531006,1.6227936744689941
26,6.9993849992752075,0.0006149134278530255
27,1.9997425079345703,0.0002574249228928238
28,6.999882340431213,0.00011753351282095537
29,3.996349811553955,0.0036502722650766373
30,5.999992847442627,7.068821560096694e-06
31,6.999998331069946,1.908878857648233e-06
32,5.812676668167114,0.18732326477766037
33,3.9998903274536133,0.00010988993017235771
34,1.9999959468841553,3.955356078222394e-06
35,1.523725986480713,0.4762739837169647
36,3.9326924085617065,1.0673075914382935
37,8.0,2.619502303957688e-08
38,5.396126091480255,1.6038740128278732
39,1.6008237600326538,0.39917615056037903
40,1.7088607549667358,1.2911394238471985
41,1.1652721017599106,5.834727585315704
42,3.9910008907318115,0.008999191224575043
43,4.723654687404633,0.2763453312218189
44,1.6276869773864746,0.372312992811203
45,1.7088607549667358,1.2911394238471985
46,5.852164149284363,0.14783625304698944
47,4.062132835388184,0.9378670156002045
48,5.075066685676575,0.9249337613582611
49,3.9998087882995605,0.0001914296008180827
50,6.968594491481781,0.03140506520867348
51,5.862587213516235,0.13741270825266838
52,0.0050072078593075275,1.9949928522109985
53,0.696302205324173,4.303697943687439
54,0.5973448604345322,4.402655363082886
55,0.0023094493662938476,5.997690439224243
56,0.4557112157344818,7.5442891120910645
57,3.361194431781769,1.638805866241455
58,6.748623854946345e-05,3.999932289123535
59,0.0024982753675431013,1.9975016117095947
60,0.28084319829940796,1.7191568613052368
61,6.889047654112801e-05,3.9999313354492188
62,0.428966760635376,7.571033000946045
63,0.030693073756992817,5.969306588172913
64,0.8315409421920776,7.168459415435791
65,2.7001982927322388,2.2998015582561493
66,2.4805295652186032e-05,5.999974966049194
67,1.302197176755726e-07,1.999999761581421
68,1.7088607549667358,1.2911394238471985
69,0.005558379460126162,3.994441509246826
70,0.00024047640908975154,7.999759674072266
71,0.002206600154750049,6.997793674468994
72,0.19963788986206055,7.8003621101379395
73,0.008392037125304341,6.9916077852249146
74,6.79888389640837e-05,6.999932408332825
75,0.8087774813175201,5.191222429275513
76,1.4303512573242188,0.569648802280426
77,3.582960653147893e-05,6.999964118003845
78,1.7088607549667358,1.2911394238471985
79,0.11415276676416397,3.885847330093384
80,2.54106589636649e-05,5.999974250793457
81,1.7088607549667358,1.2911394238471985
82,0.00023415975374518894,6.999765515327454
83,3.151034414768219,1.848965436220169
84,0.27443933486938477,7.725560665130615
85,1.7088607549667358,1.2911394238471985
86,0.0023672403767704964,1.9976327419281006
87,0.0024827904999256134,3.9975171089172363
88,0.8278638124465942,4.172136187553406
89,0.0011934222420677543,3.9988062381744385
90,1.7088607549667358,1.2911394238471985
91,1.7088607549667358,1.2911394238471985
