,loss,accuracy,auc,val_loss,val_accuracy,val_auc,lr,fold,seed
20,0.21675051748752594,0.9149697422981262,0.9742488265037537,0.11017855256795883,1.0,0.9999999403953552,0.009999999776482582,2,0
21,0.1791454404592514,0.9334067106246948,0.9821800589561462,0.09014446288347244,0.9230769276618958,0.9970414042472839,0.009999999776482582,2,0
22,0.20046544075012207,0.9259768724441528,0.9778281450271606,0.10293472558259964,1.0,1.0,0.009999999776482582,2,0
23,0.19072933495044708,0.9301045536994934,0.9806665182113647,0.07680574059486389,1.0,0.9999999403953552,0.009999999776482582,2,0
24,0.17120109498500824,0.9372591972351074,0.9841387271881104,0.10563981533050537,1.0,1.0,0.00699999975040555,2,0
0,0.639918863773346,0.6282333731651306,0.6803050637245178,0.36234766244888306,0.7692307829856873,0.9467455744743347,0.009999999776482582,3,0
1,0.44575199484825134,0.7916895747184753,0.8747060298919678,0.4741712212562561,0.7692307829856873,0.8934911489486694,0.009999999776482582,3,0
2,0.3638691008090973,0.8428728580474854,0.9202858805656433,0.500026285648346,0.8461538553237915,0.8875738978385925,0.009999999776482582,3,0
3,0.3242359161376953,0.8654375076293945,0.9376656413078308,0.3909509479999542,0.7692307829856873,0.9467456340789795,0.009999999776482582,3,0
4,0.2778928875923157,0.8841496706008911,0.9552300572395325,0.4028847813606262,0.7692307829856873,0.9112425446510315,0.009999999776482582,3,0
5,0.26429876685142517,0.8910291790962219,0.9591177701950073,0.39507749676704407,0.8461538553237915,0.9408284425735474,0.009999999776482582,3,0
6,0.21242713928222656,0.9166207909584045,0.9738869071006775,0.9701839089393616,0.7692307829856873,0.8165680170059204,0.00699999975040555,3,0
7,0.20559853315353394,0.9188222289085388,0.9757018685340881,1.1569308042526245,0.7692307829856873,0.8165680766105652,0.00699999975040555,3,0
0,0.6195213198661804,0.6576774716377258,0.7156020998954773,0.4894082844257355,0.7692307829856873,0.8934911489486694,0.009999999776482582,4,0
1,0.45224645733833313,0.7886626124382019,0.869741678237915,0.3147009313106537,0.8461538553237915,0.9408283829689026,0.009999999776482582,4,0
2,0.4104525148868561,0.8021463751792908,0.8940167427062988,0.21008814871311188,0.9230769276618958,0.9704141616821289,0.009999999776482582,4,0
3,0.3436804711818695,0.8525041341781616,0.9299899339675903,0.07519610226154327,1.0,1.0,0.009999999776482582,4,0
4,0.34428805112838745,0.8555310964584351,0.9305287599563599,0.10484304279088974,1.0,0.9999999403953552,0.009999999776482582,4,0
5,0.2905370593070984,0.8750687837600708,0.9505954384803772,0.05423586815595627,1.0,1.0,0.009999999776482582,4,0
6,0.2601322829723358,0.8937809467315674,0.9615670442581177,0.014423870481550694,1.0,1.0,0.009999999776482582,4,0
7,0.232673779129982,0.9061639904975891,0.9694601893424988,0.014381112530827522,1.0,1.0,0.009999999776482582,4,0
8,0.24088141322135925,0.8962575793266296,0.9671573638916016,0.024635089561343193,1.0,1.0,0.009999999776482582,4,0
9,0.20949622988700867,0.9067143797874451,0.9749058485031128,0.017355574294924736,1.0,1.0,0.009999999776482582,4,0
10,0.216152623295784,0.9138690233230591,0.973548173904419,0.05653700977563858,1.0,1.0,0.009999999776482582,4,0
11,0.19858920574188232,0.9237754344940186,0.9784468412399292,0.013087780214846134,1.0,1.0,0.009999999776482582,4,0
12,0.1958216279745102,0.9276279807090759,0.9785414338111877,0.034620702266693115,1.0,1.0,0.009999999776482582,4,0
13,0.17487700283527374,0.9367088675498962,0.9834258556365967,0.01741168275475502,1.0,1.0,0.009999999776482582,4,0
14,0.18148857355117798,0.9389103055000305,0.9824821949005127,0.012759092263877392,1.0,1.0,0.009999999776482582,4,0
15,0.17487187683582306,0.9350577592849731,0.9834321141242981,0.055038392543792725,1.0,1.0,0.009999999776482582,4,0
16,0.17620821297168732,0.9375343918800354,0.9835790991783142,0.017557062208652496,1.0,1.0,0.009999999776482582,4,0
17,0.15375551581382751,0.949091911315918,0.9876395463943481,0.013538877479732037,1.0,1.0,0.009999999776482582,4,0
18,0.19036602973937988,0.934507429599762,0.9813337922096252,0.07217695564031601,1.0,1.0,0.009999999776482582,4,0
19,0.13676854968070984,0.9581727981567383,0.990485668182373,0.01402641274034977,1.0,1.0,0.009999999776482582,4,0
20,0.1484345644712448,0.9501926302909851,0.9890329837799072,0.05980352312326431,1.0,1.0,0.00699999975040555,4,0
21,0.13079756498336792,0.9589983224868774,0.9909170866012573,0.0520315058529377,1.0,1.0,0.00699999975040555,4,0
0,0.6887344121932983,0.5682443380355835,0.5640343427658081,0.6930023431777954,0.5384615659713745,0.5384615659713745,0.009999999776482582,5,0
1,0.6844037175178528,0.5696202516555786,0.5742745399475098,0.6932940483093262,0.5384615659713745,0.5384615659713745,0.009999999776482582,5,0
2,0.684701144695282,0.5696202516555786,0.5684621334075928,0.6929847598075867,0.5384615659713745,0.5384615659713745,0.009999999776482582,5,0
3,0.6844349503517151,0.5696202516555786,0.5696610808372498,0.6931861042976379,0.5384615659713745,0.5384615659713745,0.009999999776482582,5,0
4,0.6843953132629395,0.5696202516555786,0.5687028765678406,0.6929816007614136,0.5384615659713745,0.5384615659713745,0.009999999776482582,5,0
5,0.6842715740203857,0.5696202516555786,0.5691180229187012,0.692700207233429,0.5384615659713745,0.5384615659713745,0.009999999776482582,5,0
6,0.6839528679847717,0.5696202516555786,0.5735793113708496,0.6927817463874817,0.5384615659713745,0.5384615659713745,0.009999999776482582,5,0
7,0.6839998960494995,0.5696202516555786,0.5695478916168213,0.6929165720939636,0.5384615659713745,0.5384615659713745,0.009999999776482582,5,0
8,0.6839988827705383,0.5696202516555786,0.5718098878860474,0.6925515532493591,0.5384615659713745,0.5384615659713745,0.009999999776482582,5,0
9,0.6838816404342651,0.5696202516555786,0.5680562257766724,0.6926320195198059,0.5384615659713745,0.5384615659713745,0.009999999776482582,5,0
10,0.683827817440033,0.5696202516555786,0.5682199597358704,0.6925072073936462,0.5384615659713745,0.5384615659713745,0.009999999776482582,5,0
11,0.6837792992591858,0.5696202516555786,0.5696202516555786,0.6925038695335388,0.5384615659713745,0.5384615659713745,0.009999999776482582,5,0
12,0.683730959892273,0.5696202516555786,0.5696202516555786,0.6924470663070679,0.5384615659713745,0.5384615659713745,0.009999999776482582,5,0
13,0.6836990118026733,0.5696202516555786,0.5696202516555786,0.6924178600311279,0.5384615659713745,0.5384615659713745,0.009999999776482582,5,0
14,0.6836709380149841,0.5696202516555786,0.5696202516555786,0.6923916339874268,0.5384615659713745,0.5384615659713745,0.009999999776482582,5,0
15,0.6836462020874023,0.5696202516555786,0.5696202516555786,0.6923685073852539,0.5384615659713745,0.5384615659713745,0.009999999776482582,5,0
16,0.6836245059967041,0.5696202516555786,0.5696202516555786,0.692348062992096,0.5384615659713745,0.5384615659713745,0.009999999776482582,5,0
17,0.6836050748825073,0.5696202516555786,0.5696202516555786,0.6923298835754395,0.5384615659713745,0.5384615659713745,0.009999999776482582,5,0
18,0.6835880875587463,0.5696202516555786,0.5696202516555786,0.6923139691352844,0.5384615659713745,0.5384615659713745,0.009999999776482582,5,0
19,0.6835729479789734,0.5696202516555786,0.5696202516555786,0.6922996044158936,0.5384615659713745,0.5384615659713745,0.009999999776482582,5,0
20,0.6835594177246094,0.5696202516555786,0.5696202516555786,0.6922868490219116,0.5384615659713745,0.5384615659713745,0.009999999776482582,5,0
21,0.6835473775863647,0.5696202516555786,0.5696202516555786,0.6922755837440491,0.5384615659713745,0.5384615659713745,0.009999999776482582,5,0
22,0.6835365891456604,0.5696202516555786,0.5696202516555786,0.6922653317451477,0.5384615659713745,0.5384615659713745,0.009999999776482582,5,0
23,0.6835284233093262,0.5696202516555786,0.5696202516555786,0.6922588348388672,0.5384615659713745,0.5384615659713745,0.00699999975040555,5,0
24,0.6835220456123352,0.5696202516555786,0.5696202516555786,0.6922526955604553,0.5384615659713745,0.5384615659713745,0.00699999975040555,5,0
0,0.6741887331008911,0.5795266628265381,0.6120409369468689,0.7115054726600647,0.38461539149284363,0.5325443744659424,0.009999999776482582,6,0
1,0.5083902478218079,0.753439724445343,0.8310428857803345,0.3974061608314514,0.7692307829856873,0.8994082808494568,0.009999999776482582,6,0
2,0.39468204975128174,0.8197578191757202,0.9039233922958374,0.3163561224937439,0.8461538553237915,0.9467455744743347,0.009999999776482582,6,0
3,0.3373049199581146,0.8544303774833679,0.9315370321273804,0.4152377247810364,0.7692307829856873,0.8875740170478821,0.009999999776482582,6,0
4,0.2767345905303955,0.8800219893455505,0.9541134834289551,0.36040857434272766,0.7692307829856873,0.9112426042556763,0.009999999776482582,6,0
5,0.2750939726829529,0.8819482922554016,0.9552858471870422,0.40667426586151123,0.9230769276618958,0.9230769872665405,0.009999999776482582,6,0
6,0.2486582249403,0.8951568603515625,0.963908851146698,0.378013551235199,0.9230769276618958,0.9112426042556763,0.009999999776482582,6,0
7,0.2352355569601059,0.8962575793266296,0.9679030179977417,0.23377342522144318,0.9230769276618958,0.9585798978805542,0.009999999776482582,6,0
8,0.23056481778621674,0.9042377471923828,0.969348132610321,0.16797678172588348,0.9230769276618958,0.9940828084945679,0.009999999776482582,6,0
9,0.19621318578720093,0.9276279807090759,0.9782094955444336,0.23202313482761383,0.9230769276618958,0.9704142212867737,0.009999999776482582,6,0
10,0.20138420164585114,0.919647753238678,0.9769794940948486,0.41852492094039917,0.9230769276618958,0.9585798978805542,0.009999999776482582,6,0
11,0.21656110882759094,0.9207484722137451,0.9740944504737854,0.17826446890830994,0.9230769276618958,0.9822485446929932,0.009999999776482582,6,0
12,0.20075273513793945,0.9237754344940186,0.9772613048553467,0.4056357443332672,0.9230769276618958,0.9467455744743347,0.009999999776482582,6,0
13,0.20490925014019012,0.9141442179679871,0.9765499830245972,0.2383684515953064,0.9230769276618958,0.9704142212867737,0.009999999776482582,6,0
14,0.16878563165664673,0.9358833432197571,0.9840775728225708,0.518772542476654,0.8461538553237915,0.9408284425735474,0.00699999975040555,6,0
15,0.14914654195308685,0.9397358298301697,0.9875842928886414,0.29469600319862366,0.9230769276618958,0.9704142212867737,0.00699999975040555,6,0
